method,budget_id,budget,portfolio_rank,portfolio_signature,selected_asset_count,selected_asset_keys,total_upgrade_cost,reconstructed_upgrade_cost,budget_utilization,feasibility,native_master_energy,master_runtime_seconds,master_backend,recourse_evaluator,trace_path,system_trace_id,heldout_critical_ens,heldout_total_ens,heldout_critical_load_served_fraction,heldout_max_fraction_customers_unserved_per_hour,heldout_critical_infrastructure_outage_hours,heldout_contingency_count
classical Benders master,post_slsqp_catalog_step,5149457.112497372,1,add73ca2c86b88dba641,28,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5017632.650852267,5017632.650852267,0.9744003185646161,True,-1.0356310039867613,0.0017102500423789024,HiGHS binary master with eight aggregated scenario optimality cuts,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__7d9e61fe7b__rank_01__add73ca2c86b88dba641.json,system-57c0013607f7156b84cd,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
greedy cost-benefit portfolio selection,post_slsqp_catalog_step,5149457.112497372,1,622ea1688cdef6335048,19,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation""]",5134051.2,5134051.2,0.997008245304154,True,-1.0356310039867611,0.000900499988347292,deterministic cost-benefit greedy with hard-feasible repair,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__c33f0b61c0__rank_01__622ea1688cdef6335048.json,system-31544b7c54fb2d6d42eb,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
GPU random portfolio search,post_slsqp_catalog_step,5149457.112497372,1,a64eb0ab724181ac87ee,27,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5079141.942485333,5079141.942485333,0.9863451295008578,True,-1.0356310039867613,0.3348917078692466,NumPy vector search (no CUDA device available),ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__f5c9766df0__rank_01__a64eb0ab724181ac87ee.json,system-0ac604da764f40b4fec9,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
QUBO/quadratized upgrade master,post_slsqp_catalog_step,5149457.112497372,1,0dbe9a36ad2fb69c944e,27,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5093469.67779901,5093469.67779901,0.9891275073322808,True,-1.0356310039867613,0.01999975019134581,binary simulated annealing over quadratized hard-constraint master,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/post_slsqp_catalog_step__a4bbc35054__rank_01__0dbe9a36ad2fb69c944e.json,system-616dc906f442cf061448,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
exact MILP or CP-SAT upgrade master,qci_selected_cost,5602175.318543635,1,0244fc03097c70e0fae4,29,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5584783.27779901,5584783.27779901,0.9968954843867424,True,-1.0674132017223301,0.0019427500665187836,scipy.optimize.milp (HiGHS exact binary master),ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__6d64e40a0b__rank_01__0244fc03097c70e0fae4.json,system-00966da417e805a95f93,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
SLSQP/IPOPT relaxation,qci_selected_cost,5602175.318543635,1,8b57e122610db4cc4bbd,29,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::76::pv"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5413946.129881905,5413946.129881905,0.9664006965225318,True,-1.0674132017223301,0.03253345820121467,scipy.optimize.minimize(SLSQP) relaxation + hard-feasible projection,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__3b703f40df__rank_01__8b57e122610db4cc4bbd.json,system-13fb19b1a69628278a7c,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
classical Benders master,qci_selected_cost,5602175.318543635,1,0244fc03097c70e0fae4,29,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5584783.27779901,5584783.27779901,0.9968954843867424,True,-1.0674132017223301,0.0019523750524967909,HiGHS binary master with eight aggregated scenario optimality cuts,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__7d9e61fe7b__rank_01__0244fc03097c70e0fae4.json,system-4b0a57a11d513081cdb0,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
greedy cost-benefit portfolio selection,qci_selected_cost,5602175.318543635,1,98d8677fbf046febbceb,22,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::48::bess"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::bess"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation""]",5557929.6,5557929.6,0.9921020467893643,True,-1.0674132017223301,0.0008784579113125801,deterministic cost-benefit greedy with hard-feasible repair,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__c33f0b61c0__rank_01__98d8677fbf046febbceb.json,system-14b5867ad5d2470fee85,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
GPU random portfolio search,qci_selected_cost,5602175.318543635,1,0244fc03097c70e0fae4,29,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5584783.27779901,5584783.27779901,0.9968954843867424,True,-1.0674132017223301,0.33025870798155665,NumPy vector search (no CUDA device available),ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__f5c9766df0__rank_01__0244fc03097c70e0fae4.json,system-524ec565c810ea35b8d5,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
QUBO/quadratized upgrade master,qci_selected_cost,5602175.318543635,1,0244fc03097c70e0fae4,29,"[""ieee123_opendss::100::bess"", ""ieee123_opendss::100::dispatchable_generation"", ""ieee123_opendss::100::pv"", ""ieee123_opendss::113::bess"", ""ieee123_opendss::113::dispatchable_generation"", ""ieee123_opendss::113::pv"", ""ieee123_opendss::16::bess"", ""ieee123_opendss::16::dispatchable_generation"", ""ieee123_opendss::16::pv"", ""ieee123_opendss::28::bess"", ""ieee123_opendss::28::dispatchable_generation"", ""ieee123_opendss::28::pv"", ""ieee123_opendss::48::dispatchable_generation"", ""ieee123_opendss::65::dispatchable_generation"", ""ieee123_opendss::65::pv"", ""ieee123_opendss::69::bess"", ""ieee123_opendss::69::dispatchable_generation"", ""ieee123_opendss::69::pv"", ""ieee123_opendss::6::bess"", ""ieee123_opendss::6::dispatchable_generation"", ""ieee123_opendss::6::pv"", ""ieee123_opendss::73::bess"", ""ieee123_opendss::73::dispatchable_generation"", ""ieee123_opendss::73::pv"", ""ieee123_opendss::76::bess"", ""ieee123_opendss::76::dispatchable_generation"", ""ieee123_opendss::87::bess"", ""ieee123_opendss::87::dispatchable_generation"", ""ieee123_opendss::87::pv""]",5584783.27779901,5584783.27779901,0.9968954843867424,True,-1.0674132017223301,0.02056587510742247,binary simulated annealing over quadratized hard-constraint master,ieee123_global_master_shared_recourse_v2,results/phase3/sc_cmpo/budget_master_v2/system_traces/qci_selected_cost__a4bbc35054__rank_01__0244fc03097c70e0fae4.json,system-13fcc1cc00114df36629,135.0,773.0,0.927027027027027,0.4512893982808023,30.0,10
