dataset,payload_name,scenario,patch,sample_count,repeat_count,job_count,expected_operating_cost_best,expected_operating_cost_median,risk_adjusted_cost_best,risk_adjusted_cost_median,critical_load_served_fraction_best,critical_load_served_fraction_median,critical_energy_not_served_best,total_energy_not_served_best,max_fraction_customers_unserved_per_hour_best,total_critical_infrastructure_unserved_hours_proxy_best,feasibility_after_repair_rate,pre_repair_violation_rate,post_repair_violation_rate,pre_repair_violation_median,post_repair_violation_median,qci_energy_best,qci_energy_median,decoded_objective_best,runtime_seconds_total,runtime_seconds_median,time_to_good_solution
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS2_MG-BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,storm_forced_islanding,BUS2_MG-BUS30_MG,30,1,1,137.56001934990547,137.61495235607404,137.56001934990547,137.61495235607404,1.0,1.0,0.0,8e-07,5.42020784654221e-10,0.0,1.0,1.0,0.0,9934.418907199999,1.199040866595169e-14,-268919.28125,-237931.9609375,7130.321372881244,13050.0,435.0,435.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS2_MG-BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,storm_forced_islanding,BUS2_MG-BUS5_MG,30,1,1,96.18421775413782,96.18421775413783,163.8884492541378,163.8884492541378,0.24056365911913646,0.24056365911913646,270.81692599999997,630.2954299999999,0.427041529415712,6.0,1.0,1.0,0.0,10137.42434375,1.4210854715202004e-14,-508429.1875,-481742.90625,6354.066304019435,13020.0,434.0,434.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,storm_forced_islanding,BUS2_MG,30,1,1,15.61820756055303,55.901212657345425,31.239147860553025,63.711682807345426,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11941.076293199998,1.9539925233402755e-14,-50211184.0,-1219095.3203125,-100767533.45664816,960.0,32.0,32.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,storm_forced_islanding,BUS2_MG,30,1,1,15.61820756055303,15.61820756055303,31.239147860553025,31.239147860553025,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13269.624602099997,2.4868995751603507e-14,-34325232.0,-9713648.0,-73096292.36091419,960.0,32.0,32.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS30_MG__from__storm_forced_islanding_BUS1_MG-BUS2_MG-BUS30_MG.json,storm_forced_islanding,BUS30_MG,30,1,1,13.739649165713136,13.739649165713136,21.370154565713136,21.370154565713136,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,13586.21122805,1.7763568394002505e-15,-42152016.0,-3297052.0,-87188640.49382141,960.0,32.0,32.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS5_MG-BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,storm_forced_islanding,BUS5_MG-BUS7_MG,30,1,1,66.09441050031853,71.14711300808814,133.79864200031852,138.85134450808812,0.269727390028768,0.269727390028768,270.81692599999997,632.8626999999999,0.428780921540486,6.0,1.0,1.0,0.0,10436.762655049999,7.105427357601002e-15,-510805.625,-486378.1875,8106.83937297007,13020.0,434.0,434.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS5_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,storm_forced_islanding,BUS5_MG,30,1,1,0.0,0.34952774999999997,67.70423149999999,73.87922175,0.07922598589897589,0.0,270.81692599999997,630.2954299999999,0.427041529415712,6.0,1.0,1.0,0.0,13129.109633099999,0.0,-32834112.0,-8732944.0,-73531482.81598128,930.0,31.0,31.0
pglib_case30_ieee,pglib_case30_ieee__storm_forced_islanding_BUS7_MG__from__storm_forced_islanding_BUS2_MG-BUS5_MG-BUS7_MG.json,storm_forced_islanding,BUS7_MG,30,1,1,13.602161863744113,13.602161863744113,32.78336866374411,32.78336866374411,1.0,0.0,0.0,2.953819999999997,0.0020012897926591617,0.0,1.0,1.0,0.0,13501.5892731,0.0,-45297792.0,-3798088.0,-87454548.01197487,930.0,31.0,31.0
pglib_case5_pjm,pglib_case5_pjm__demand_surge_BUS1_MG-BUS2_MG.json,demand_surge,BUS1_MG-BUS2_MG,30,1,1,650.9619534065533,712.8154026264503,650.9619534065533,712.8154026264503,1.0,1.0,0.0,87.10376747141203,0.009835210139000043,0.0,1.0,1.0,0.0,4855.81071415,5.684341886080802e-14,-3208831.75,-3197234.375,9047.595078292608,12990.0,433.0,433.0
pglib_case5_pjm,pglib_case5_pjm__demand_surge_BUS3_MG-BUS4_MG.json,demand_surge,BUS3_MG-BUS4_MG,30,1,1,1744.3713051508646,1957.3320951321853,1744.3713051508646,1957.3320951321853,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2266.6265405999998,5.684341886080802e-14,-7570932.0,-7561748.25,9115.340346181443,12900.0,430.0,430.0
pglib_case5_pjm,pglib_case5_pjm__normal_BUS1_MG-BUS2_MG.json,normal,BUS1_MG-BUS2_MG,30,1,1,583.1874878065853,638.0348394165037,583.1874878065853,638.0348394165037,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4953.512249650001,2.842170943040401e-14,-2197304.0,-2164861.75,9195.094962205456,13020.0,434.0,434.0
pglib_case5_pjm,pglib_case5_pjm__normal_BUS3_MG-BUS4_MG.json,normal,BUS3_MG-BUS4_MG,30,1,1,1573.4421248461638,1705.7254796753336,1573.4421248461638,1705.7254796753336,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2540.3734657000005,4.263256414560601e-14,-4902476.5,-4890201.0,9616.44079228798,12990.0,433.0,433.0
pglib_case5_pjm,pglib_case5_pjm__pcc_failure_BUS1_MG-BUS2_MG.json,pcc_failure,BUS1_MG-BUS2_MG,30,1,1,549.2960135415901,557.2948287750476,549.2960135415901,557.2948287750476,1.0,1.0,0.0,1e-07,1.313266619389068e-11,0.0,1.0,1.0,0.0,6353.153455400001,5.684341886080802e-14,-2367734.75,-2346140.625,7744.820001291624,12990.0,433.0,433.0
pglib_case5_pjm,pglib_case5_pjm__pcc_failure_BUS3_MG-BUS4_MG.json,pcc_failure,BUS3_MG-BUS4_MG,30,1,1,1582.0554922964268,1767.722887634698,1582.0554922964268,1767.722887634698,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2460.7699664,4.973799150320701e-14,-5516338.0,-5506714.5,10510.03495306955,12990.0,433.0,433.0
pglib_case5_pjm,pglib_case5_pjm__renewable_shortfall_BUS1_MG-BUS2_MG.json,renewable_shortfall,BUS1_MG-BUS2_MG,30,1,1,605.2001142140742,653.7572675727121,605.2001142140742,653.7572675727121,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4951.08166515,4.973799150320701e-14,-2527096.5,-2494349.75,9006.277496179438,12990.0,433.0,433.0
pglib_case5_pjm,pglib_case5_pjm__renewable_shortfall_BUS3_MG-BUS4_MG.json,renewable_shortfall,BUS3_MG-BUS4_MG,30,1,1,1605.8601967704433,1747.5142454357187,1605.8601967704433,1747.5142454357187,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2408.4305508,5.684341886080802e-14,-5670031.5,-5661673.0,10354.214787482719,13020.0,434.0,434.0
